date,platform,market,user_type,assignment,subscription_status,metric_name,numerator,denominator,value
2026-04-04,iOS,GB,existing,treatment,free,payment_completion_rate,496,545,0.910092
2026-04-04,iOS,GB,existing,treatment,subscriber,feature_adoption_rate,0,2386,0.0
2026-04-04,iOS,GB,existing,treatment,subscriber,recommendation_engagement_rate,416,2412,0.172471
2026-04-04,iOS,GB,existing,treatment,subscriber,session_frequency,3312,2442,1.356265
2026-04-04,iOS,GB,existing,treatment,subscriber,report_block_rate,18,2434,0.007395
2026-04-04,iOS,GB,existing,treatment,subscriber,day7_retention_proxy,1707,2424,0.704208
2026-04-04,iOS,GB,existing,control,free,feature_adoption_rate,0,8564,0.0
2026-04-04,iOS,GB,existing,control,free,recommendation_engagement_rate,1556,8845,0.175919
2026-04-04,iOS,GB,existing,control,free,subscription_conversion_rate,377,8650,0.043584
2026-04-04,iOS,GB,existing,control,free,session_frequency,11522,8527,1.351237
2026-04-04,iOS,GB,existing,control,free,report_block_rate,61,8772,0.006954
2026-04-04,iOS,GB,existing,control,free,day7_retention_proxy,6355,8812,0.721176
2026-04-04,iOS,GB,existing,control,free,payment_completion_rate,491,549,0.894353
2026-04-04,iOS,GB,existing,control,subscriber,feature_adoption_rate,0,2550,0.0
2026-04-04,iOS,GB,existing,control,subscriber,recommendation_engagement_rate,485,2512,0.193073
2026-04-04,iOS,GB,existing,control,subscriber,session_frequency,3404,2492,1.365971
2026-04-04,iOS,GB,existing,control,subscriber,report_block_rate,12,2398,0.005004
2026-04-04,iOS,GB,existing,control,subscriber,day7_retention_proxy,1778,2492,0.713483
2026-04-04,iOS,GB,new,treatment,free,feature_adoption_rate,0,1964,0.0
2026-04-04,iOS,GB,new,treatment,free,recommendation_engagement_rate,356,1912,0.186192
2026-04-04,iOS,GB,new,treatment,free,subscription_conversion_rate,67,1927,0.034769
2026-04-04,iOS,GB,new,treatment,free,session_frequency,2540,1865,1.36193
2026-04-04,iOS,GB,new,treatment,free,report_block_rate,8,1996,0.004008
2026-04-04,iOS,GB,new,treatment,free,day7_retention_proxy,1168,1934,0.60393
2026-04-04,iOS,GB,new,treatment,free,payment_completion_rate,106,116,0.913793
2026-04-04,iOS,GB,new,treatment,subscriber,feature_adoption_rate,0,558,0.0
2026-04-04,iOS,GB,new,treatment,subscriber,recommendation_engagement_rate,83,553,0.15009
2026-04-04,iOS,GB,new,treatment,subscriber,session_frequency,725,524,1.383588
2026-04-04,iOS,GB,new,treatment,subscriber,report_block_rate,6,551,0.010889
2026-04-04,iOS,GB,new,treatment,subscriber,day7_retention_proxy,320,542,0.590406
2026-04-04,iOS,GB,new,control,free,feature_adoption_rate,0,1985,0.0
2026-04-04,iOS,GB,new,control,free,recommendation_engagement_rate,332,1902,0.174553
2026-04-04,iOS,GB,new,control,free,subscription_conversion_rate,54,1845,0.029268
2026-04-04,iOS,GB,new,control,free,session_frequency,2689,1969,1.365668
2026-04-04,iOS,GB,new,control,free,report_block_rate,19,1936,0.009814
2026-04-04,iOS,GB,new,control,free,day7_retention_proxy,1202,1964,0.612016
2026-04-04,iOS,GB,new,control,free,payment_completion_rate,105,114,0.921053
2026-04-04,iOS,GB,new,control,subscriber,feature_adoption_rate,0,549,0.0
2026-04-04,iOS,GB,new,control,subscriber,recommendation_engagement_rate,96,541,0.177449
2026-04-04,iOS,GB,new,control,subscriber,session_frequency,741,549,1.349727
2026-04-04,iOS,GB,new,control,subscriber,report_block_rate,6,536,0.011194
2026-04-04,iOS,GB,new,control,subscriber,day7_retention_proxy,315,530,0.59434
2026-04-04,iOS,DE,existing,treatment,free,feature_adoption_rate,0,6718,0.0
2026-04-04,iOS,DE,existing,treatment,free,recommendation_engagement_rate,1233,6659,0.185163
2026-04-04,iOS,DE,existing,treatment,free,subscription_conversion_rate,249,6544,0.03805
2026-04-04,iOS,DE,existing,treatment,free,session_frequency,9280,6810,1.362702
2026-04-04,iOS,DE,existing,treatment,free,report_block_rate,44,6549,0.006719
2026-04-04,iOS,DE,existing,treatment,free,day7_retention_proxy,4729,6634,0.712843
2026-04-04,iOS,DE,existing,treatment,free,payment_completion_rate,371,414,0.896135
2026-04-04,iOS,DE,existing,treatment,subscriber,feature_adoption_rate,0,1838,0.0
2026-04-04,iOS,DE,existing,treatment,subscriber,recommendation_engagement_rate,355,1879,0.18893
2026-04-04,iOS,DE,existing,treatment,subscriber,session_frequency,2545,1857,1.37049
2026-04-04,iOS,DE,existing,treatment,subscriber,report_block_rate,16,1871,0.008552
2026-04-04,iOS,DE,existing,treatment,subscriber,day7_retention_proxy,1350,1888,0.715042
2026-04-04,iOS,DE,existing,control,free,feature_adoption_rate,0,6786,0.0
2026-04-04,iOS,DE,existing,control,free,recommendation_engagement_rate,1215,6699,0.18137
2026-04-04,iOS,DE,existing,control,free,subscription_conversion_rate,231,6504,0.035517
2026-04-04,iOS,DE,existing,control,free,session_frequency,8966,6707,1.336812
2026-04-04,iOS,DE,existing,control,free,report_block_rate,34,6586,0.005162
2026-04-04,iOS,DE,existing,control,free,day7_retention_proxy,4841,6778,0.714222
2026-04-04,iOS,DE,existing,control,free,payment_completion_rate,371,411,0.902676
2026-04-04,iOS,DE,existing,control,subscriber,feature_adoption_rate,0,1891,0.0
2026-04-04,iOS,DE,existing,control,subscriber,recommendation_engagement_rate,331,1856,0.178341
2026-04-04,iOS,DE,existing,control,subscriber,session_frequency,2564,1864,1.375536
2026-04-04,iOS,DE,existing,control,subscriber,report_block_rate,14,1869,0.007491
2026-04-04,iOS,DE,existing,control,subscriber,day7_retention_proxy,1294,1834,0.705562
2026-04-04,iOS,DE,new,treatment,free,feature_adoption_rate,0,1447,0.0
2026-04-04,iOS,DE,new,treatment,free,recommendation_engagement_rate,257,1406,0.182788
2026-04-04,iOS,DE,new,treatment,free,subscription_conversion_rate,46,1435,0.032056
2026-04-04,iOS,DE,new,treatment,free,session_frequency,2005,1436,1.39624
2026-04-04,iOS,DE,new,treatment,free,report_block_rate,6,1468,0.004087
2026-04-04,iOS,DE,new,treatment,free,day7_retention_proxy,860,1416,0.607345
2026-04-04,iOS,DE,new,treatment,free,payment_completion_rate,83,91,0.912088
2026-04-04,iOS,DE,new,treatment,subscriber,feature_adoption_rate,0,418,0.0
2026-04-04,iOS,DE,new,treatment,subscriber,recommendation_engagement_rate,86,414,0.207729
2026-04-04,iOS,DE,new,treatment,subscriber,session_frequency,541,414,1.306763
2026-04-04,iOS,DE,new,treatment,subscriber,report_block_rate,1,408,0.002451
2026-04-04,iOS,DE,new,treatment,subscriber,day7_retention_proxy,252,408,0.617647
2026-04-04,iOS,DE,new,control,free,feature_adoption_rate,0,1433,0.0
2026-04-04,iOS,DE,new,control,free,recommendation_engagement_rate,257,1456,0.176511
2026-04-04,iOS,DE,new,control,free,subscription_conversion_rate,42,1424,0.029494
2026-04-04,iOS,DE,new,control,free,session_frequency,2004,1458,1.374486
2026-04-04,iOS,DE,new,control,free,report_block_rate,9,1458,0.006173
2026-04-04,iOS,DE,new,control,free,day7_retention_proxy,905,1459,0.620288
2026-04-04,iOS,DE,new,control,free,payment_completion_rate,77,86,0.895349
2026-04-04,iOS,DE,new,control,subscriber,feature_adoption_rate,0,417,0.0
2026-04-04,iOS,DE,new,control,subscriber,recommendation_engagement_rate,71,421,0.168646
2026-04-04,iOS,DE,new,control,subscriber,session_frequency,541,401,1.349127
2026-04-04,iOS,DE,new,control,subscriber,report_block_rate,3,407,0.007371
2026-04-04,iOS,DE,new,control,subscriber,day7_retention_proxy,266,405,0.65679
2026-04-04,iOS,CA,existing,treatment,free,feature_adoption_rate,0,4317,0.0
2026-04-04,iOS,CA,existing,treatment,free,recommendation_engagement_rate,855,4533,0.188617
2026-04-04,iOS,CA,existing,treatment,free,subscription_conversion_rate,186,4503,0.041306
2026-04-04,iOS,CA,existing,treatment,free,session_frequency,5902,4383,1.346566
2026-04-04,iOS,CA,existing,treatment,free,report_block_rate,30,4388,0.006837
2026-04-04,iOS,CA,existing,treatment,free,day7_retention_proxy,3019,4250,0.710353
2026-04-04,iOS,CA,existing,treatment,free,payment_completion_rate,240,270,0.888889
2026-04-04,iOS,CA,existing,treatment,subscriber,feature_adoption_rate,0,1212,0.0
2026-04-04,iOS,CA,existing,treatment,subscriber,recommendation_engagement_rate,226,1216,0.185855
2026-04-04,iOS,CA,existing,treatment,subscriber,session_frequency,1719,1264,1.359968
2026-04-04,iOS,CA,existing,treatment,subscriber,report_block_rate,8,1258,0.006359
2026-04-04,iOS,CA,existing,treatment,subscriber,day7_retention_proxy,868,1249,0.694956
2026-04-04,iOS,CA,existing,control,free,feature_adoption_rate,0,4391,0.0
2026-04-04,iOS,CA,existing,control,free,recommendation_engagement_rate,808,4297,0.188038
2026-04-04,iOS,CA,existing,control,free,subscription_conversion_rate,182,4366,0.041686
2026-04-04,iOS,CA,existing,control,free,session_frequency,5979,4361,1.371016
2026-04-04,iOS,CA,existing,control,free,report_block_rate,30,4329,0.00693
2026-04-04,iOS,CA,existing,control,free,day7_retention_proxy,3101,4385,0.707184
2026-04-04,iOS,CA,existing,control,free,payment_completion_rate,244,271,0.900369
2026-04-04,iOS,CA,existing,control,subscriber,feature_adoption_rate,0,1241,0.0
2026-04-04,iOS,CA,existing,control,subscriber,recommendation_engagement_rate,203,1212,0.167492
2026-04-04,iOS,CA,existing,control,subscriber,session_frequency,1642,1219,1.347006
2026-04-04,iOS,CA,existing,control,subscriber,report_block_rate,10,1213,0.008244
2026-04-04,iOS,CA,existing,control,subscriber,day7_retention_proxy,892,1222,0.729951
2026-04-04,iOS,CA,new,treatment,free,feature_adoption_rate,0,935,0.0
2026-04-04,iOS,CA,new,treatment,free,recommendation_engagement_rate,165,930,0.177419
2026-04-04,iOS,CA,new,treatment,free,subscription_conversion_rate,37,959,0.038582
2026-04-04,iOS,CA,new,treatment,free,session_frequency,1294,957,1.352142
2026-04-04,iOS,CA,new,treatment,free,report_block_rate,8,962,0.008316
2026-04-04,iOS,CA,new,treatment,free,day7_retention_proxy,628,973,0.645427
2026-04-04,iOS,CA,new,treatment,free,payment_completion_rate,54,60,0.9
2026-04-04,iOS,CA,new,treatment,subscriber,feature_adoption_rate,0,273,0.0
2026-04-04,iOS,CA,new,treatment,subscriber,recommendation_engagement_rate,46,265,0.173585
2026-04-04,iOS,CA,new,treatment,subscriber,session_frequency,380,275,1.381818
2026-04-04,iOS,CA,new,treatment,subscriber,report_block_rate,2,273,0.007326
2026-04-04,iOS,CA,new,treatment,subscriber,day7_retention_proxy,174,274,0.635036
2026-04-04,iOS,CA,new,control,free,feature_adoption_rate,0,968,0.0
2026-04-04,iOS,CA,new,control,free,recommendation_engagement_rate,178,951,0.187171
2026-04-04,iOS,CA,new,control,free,subscription_conversion_rate,25,935,0.026738
2026-04-04,iOS,CA,new,control,free,session_frequency,1322,984,1.343496
2026-04-04,iOS,CA,new,control,free,report_block_rate,7,935,0.007487
2026-04-04,iOS,CA,new,control,free,day7_retention_proxy,602,980,0.614286
2026-04-04,iOS,CA,new,control,free,payment_completion_rate,58,59,0.983051
2026-04-04,iOS,CA,new,control,subscriber,feature_adoption_rate,0,274,0.0
2026-04-04,iOS,CA,new,control,subscriber,recommendation_engagement_rate,53,269,0.197026
2026-04-04,iOS,CA,new,control,subscriber,session_frequency,346,271,1.276753
2026-04-04,iOS,CA,new,control,subscriber,report_block_rate,2,267,0.007491
2026-04-04,iOS,CA,new,control,subscriber,day7_retention_proxy,166,272,0.610294
2026-04-04,Android,US,existing,treatment,free,feature_adoption_rate,0,15597,0.0
2026-04-04,Android,US,existing,treatment,free,recommendation_engagement_rate,2768,15502,0.178558
2026-04-04,Android,US,existing,treatment,free,subscription_conversion_rate,580,15728,0.036877
2026-04-04,Android,US,existing,treatment,free,session_frequency,20963,15514,1.351231
2026-04-04,Android,US,existing,treatment,free,report_block_rate,105,15895,0.006606
2026-04-04,Android,US,existing,treatment,free,day7_retention_proxy,11214,15710,0.713813
2026-04-04,Android,US,existing,treatment,free,payment_completion_rate,893,974,0.916838
2026-04-04,Android,US,existing,treatment,subscriber,feature_adoption_rate,0,4534,0.0
2026-04-04,Android,US,existing,treatment,subscriber,recommendation_engagement_rate,781,4362,0.179046
2026-04-04,Android,US,existing,treatment,subscriber,session_frequency,5860,4314,1.358368
2026-04-04,Android,US,existing,treatment,subscriber,report_block_rate,24,4354,0.005512
2026-04-04,Android,US,existing,treatment,subscriber,day7_retention_proxy,3103,4435,0.699662
2026-04-04,Android,US,existing,control,free,feature_adoption_rate,0,15966,0.0
2026-04-04,Android,US,existing,control,free,recommendation_engagement_rate,2772,15250,0.18177
2026-04-04,Android,US,existing,control,free,subscription_conversion_rate,606,15540,0.038996
2026-04-04,Android,US,existing,control,free,session_frequency,20765,15346,1.353121
2026-04-04,Android,US,existing,control,free,report_block_rate,100,15691,0.006373
2026-04-04,Android,US,existing,control,free,day7_retention_proxy,10880,15327,0.709858
2026-04-04,Android,US,existing,control,free,payment_completion_rate,902,968,0.931818
2026-04-04,Android,US,existing,control,subscriber,feature_adoption_rate,0,4425,0.0
2026-04-04,Android,US,existing,control,subscriber,recommendation_engagement_rate,740,4302,0.172013
2026-04-04,Android,US,existing,control,subscriber,session_frequency,5901,4359,1.353751
2026-04-04,Android,US,existing,control,subscriber,report_block_rate,30,4292,0.00699
2026-04-04,Android,US,existing,control,subscriber,day7_retention_proxy,3296,4597,0.716989
2026-04-04,Android,US,new,treatment,free,feature_adoption_rate,0,3409,0.0
2026-04-04,Android,US,new,treatment,free,recommendation_engagement_rate,614,3420,0.179532
2026-04-04,Android,US,new,treatment,free,subscription_conversion_rate,93,3390,0.027434
2026-04-04,Android,US,new,treatment,free,session_frequency,4608,3447,1.336815
2026-04-04,Android,US,new,treatment,free,report_block_rate,28,3543,0.007903
2026-04-04,Android,US,new,treatment,free,day7_retention_proxy,2150,3468,0.619954
2026-04-04,Android,US,new,treatment,free,payment_completion_rate,200,215,0.930233
2026-04-04,Android,US,new,treatment,subscriber,feature_adoption_rate,0,951,0.0
2026-04-04,Android,US,new,treatment,subscriber,recommendation_engagement_rate,181,969,0.186791
2026-04-04,Android,US,new,treatment,subscriber,session_frequency,1356,990,1.369697
2026-04-04,Android,US,new,treatment,subscriber,report_block_rate,5,993,0.005035
2026-04-04,Android,US,new,treatment,subscriber,day7_retention_proxy,605,952,0.635504
2026-04-04,Android,US,new,control,free,feature_adoption_rate,0,3472,0.0
2026-04-04,Android,US,new,control,free,recommendation_engagement_rate,620,3437,0.18039
2026-04-04,Android,US,new,control,free,subscription_conversion_rate,90,3361,0.026778
2026-04-04,Android,US,new,control,free,session_frequency,4823,3545,1.360508
2026-04-04,Android,US,new,control,free,report_block_rate,16,3431,0.004663
2026-04-04,Android,US,new,control,free,day7_retention_proxy,2103,3435,0.612227
2026-04-04,Android,US,new,control,free,payment_completion_rate,184,208,0.884615
2026-04-04,Android,US,new,control,subscriber,feature_adoption_rate,0,977,0.0
2026-04-04,Android,US,new,control,subscriber,recommendation_engagement_rate,160,950,0.168421
2026-04-04,Android,US,new,control,subscriber,session_frequency,1326,959,1.38269
2026-04-04,Android,US,new,control,subscriber,report_block_rate,7,951,0.007361
2026-04-04,Android,US,new,control,subscriber,day7_retention_proxy,529,945,0.559788
2026-04-04,Android,GB,existing,treatment,free,feature_adoption_rate,0,7918,0.0
2026-04-04,Android,GB,existing,treatment,free,recommendation_engagement_rate,1497,8162,0.183411
2026-04-04,Android,GB,existing,treatment,free,subscription_conversion_rate,292,8268,0.035317
2026-04-04,Android,GB,existing,treatment,free,session_frequency,10912,8144,1.339882
2026-04-04,Android,GB,existing,treatment,free,report_block_rate,48,8289,0.005791
2026-04-04,Android,GB,existing,treatment,free,day7_retention_proxy,5847,8144,0.717952
2026-04-04,Android,GB,existing,treatment,free,payment_completion_rate,478,506,0.944664
2026-04-04,Android,GB,existing,treatment,subscriber,feature_adoption_rate,0,2282,0.0
2026-04-04,Android,GB,existing,treatment,subscriber,recommendation_engagement_rate,426,2344,0.181741
2026-04-04,Android,GB,existing,treatment,subscriber,session_frequency,3022,2221,1.360648
2026-04-04,Android,GB,existing,treatment,subscriber,report_block_rate,14,2344,0.005973
2026-04-04,Android,GB,existing,treatment,subscriber,day7_retention_proxy,1557,2200,0.707727
2026-04-04,Android,GB,existing,control,free,feature_adoption_rate,0,7955,0.0
2026-04-04,Android,GB,existing,control,free,recommendation_engagement_rate,1431,7838,0.182572
2026-04-04,Android,GB,existing,control,free,subscription_conversion_rate,299,8278,0.03612
2026-04-04,Android,GB,existing,control,free,session_frequency,11108,8177,1.358444
2026-04-04,Android,GB,existing,control,free,report_block_rate,60,7867,0.007627
2026-04-04,Android,GB,existing,control,free,day7_retention_proxy,5738,8111,0.707434
2026-04-04,Android,GB,existing,control,free,payment_completion_rate,460,506,0.909091
2026-04-04,Android,GB,existing,control,subscriber,feature_adoption_rate,0,2361,0.0
2026-04-04,Android,GB,existing,control,subscriber,recommendation_engagement_rate,417,2261,0.184432
2026-04-04,Android,GB,existing,control,subscriber,session_frequency,3078,2307,1.3342
2026-04-04,Android,GB,existing,control,subscriber,report_block_rate,14,2290,0.006114
2026-04-04,Android,GB,existing,control,subscriber,day7_retention_proxy,1611,2208,0.72962
2026-04-04,Android,GB,new,treatment,free,feature_adoption_rate,0,1693,0.0
2026-04-04,Android,GB,new,treatment,free,recommendation_engagement_rate,332,1773,0.187253
2026-04-04,Android,GB,new,treatment,free,subscription_conversion_rate,44,1792,0.024554
2026-04-04,Android,GB,new,treatment,free,session_frequency,2379,1779,1.337268
2026-04-04,Android,GB,new,treatment,free,report_block_rate,11,1755,0.006268
2026-04-04,Android,GB,new,treatment,free,day7_retention_proxy,1110,1784,0.622197
2026-04-04,Android,GB,new,treatment,free,payment_completion_rate,98,115,0.852174
2026-04-04,Android,GB,new,treatment,subscriber,feature_adoption_rate,0,502,0.0
2026-04-04,Android,GB,new,treatment,subscriber,recommendation_engagement_rate,96,494,0.194332
2026-04-04,Android,GB,new,treatment,subscriber,session_frequency,631,483,1.306418
2026-04-04,Android,GB,new,treatment,subscriber,report_block_rate,2,507,0.003945
2026-04-04,Android,GB,new,treatment,subscriber,day7_retention_proxy,319,514,0.620623
2026-04-04,Android,GB,new,control,free,feature_adoption_rate,0,1754,0.0
2026-04-04,Android,GB,new,control,free,recommendation_engagement_rate,318,1738,0.182969
2026-04-04,Android,GB,new,control,free,subscription_conversion_rate,60,1780,0.033708
2026-04-04,Android,GB,new,control,free,session_frequency,2431,1794,1.355072
2026-04-04,Android,GB,new,control,free,report_block_rate,9,1781,0.005053
2026-04-04,Android,GB,new,control,free,day7_retention_proxy,1058,1761,0.600795
2026-04-04,Android,GB,new,control,free,payment_completion_rate,98,110,0.890909
2026-04-04,Android,GB,new,control,subscriber,feature_adoption_rate,0,495,0.0
2026-04-04,Android,GB,new,control,subscriber,recommendation_engagement_rate,89,492,0.180894
2026-04-04,Android,GB,new,control,subscriber,session_frequency,677,509,1.330059
2026-04-04,Android,GB,new,control,subscriber,report_block_rate,1,500,0.002
2026-04-04,Android,GB,new,control,subscriber,day7_retention_proxy,307,501,0.612774
2026-04-04,Android,DE,existing,treatment,free,feature_adoption_rate,0,6057,0.0
2026-04-04,Android,DE,existing,treatment,free,recommendation_engagement_rate,1094,6031,0.181396
2026-04-04,Android,DE,existing,treatment,free,subscription_conversion_rate,193,6202,0.031119
2026-04-04,Android,DE,existing,treatment,free,session_frequency,8166,5988,1.363727
2026-04-04,Android,DE,existing,treatment,free,report_block_rate,52,6099,0.008526
2026-04-04,Android,DE,existing,treatment,free,day7_retention_proxy,4346,6095,0.713043
2026-04-04,Android,DE,existing,treatment,free,payment_completion_rate,339,385,0.880519
2026-04-04,Android,DE,existing,treatment,subscriber,feature_adoption_rate,0,1728,0.0
2026-04-04,Android,DE,existing,treatment,subscriber,recommendation_engagement_rate,293,1717,0.170646
2026-04-04,Android,DE,existing,treatment,subscriber,session_frequency,2312,1756,1.316629
2026-04-04,Android,DE,existing,treatment,subscriber,report_block_rate,8,1685,0.004748
2026-04-04,Android,DE,existing,treatment,subscriber,day7_retention_proxy,1227,1695,0.723894
2026-04-04,Android,DE,existing,control,free,feature_adoption_rate,0,6044,0.0
2026-04-04,Android,DE,existing,control,free,recommendation_engagement_rate,1099,6038,0.182014
2026-04-04,Android,DE,existing,control,free,subscription_conversion_rate,214,5824,0.036745
2026-04-04,Android,DE,existing,control,free,session_frequency,8196,6093,1.34515
2026-04-04,Android,DE,existing,control,free,report_block_rate,40,6112,0.006545
2026-04-04,Android,DE,existing,control,free,day7_retention_proxy,4222,5970,0.707203
2026-04-04,Android,DE,existing,control,free,payment_completion_rate,334,375,0.890667
2026-04-04,Android,DE,existing,control,subscriber,feature_adoption_rate,0,1714,0.0
2026-04-04,Android,DE,existing,control,subscriber,recommendation_engagement_rate,305,1704,0.178991
2026-04-04,Android,DE,existing,control,subscriber,session_frequency,2232,1691,1.319929
2026-04-04,Android,DE,existing,control,subscriber,report_block_rate,5,1741,0.002872
2026-04-04,Android,DE,existing,control,subscriber,day7_retention_proxy,1194,1698,0.70318
2026-04-04,Android,DE,new,treatment,free,feature_adoption_rate,0,1337,0.0
2026-04-04,Android,DE,new,treatment,free,recommendation_engagement_rate,247,1346,0.183507
2026-04-04,Android,DE,new,treatment,free,subscription_conversion_rate,35,1366,0.025622
2026-04-04,Android,DE,new,treatment,free,session_frequency,1784,1336,1.335329
2026-04-04,Android,DE,new,treatment,free,report_block_rate,10,1306,0.007657
2026-04-04,Android,DE,new,treatment,free,day7_retention_proxy,825,1325,0.622642
2026-04-04,Android,DE,new,treatment,free,payment_completion_rate,76,82,0.926829
2026-04-04,Android,DE,new,treatment,subscriber,feature_adoption_rate,0,377,0.0
2026-04-04,Android,DE,new,treatment,subscriber,recommendation_engagement_rate,61,377,0.161804
2026-04-04,Android,DE,new,treatment,subscriber,session_frequency,537,377,1.424403
2026-04-04,Android,DE,new,treatment,subscriber,report_block_rate,2,381,0.005249
2026-04-04,Android,DE,new,treatment,subscriber,day7_retention_proxy,224,373,0.600536
2026-04-04,Android,DE,new,control,free,feature_adoption_rate,0,1344,0.0
2026-04-04,Android,DE,new,control,free,recommendation_engagement_rate,264,1317,0.200456
2026-04-04,Android,DE,new,control,free,subscription_conversion_rate,40,1355,0.02952
2026-04-04,Android,DE,new,control,free,session_frequency,1758,1312,1.339939
2026-04-04,Android,DE,new,control,free,report_block_rate,5,1338,0.003737
2026-04-04,Android,DE,new,control,free,day7_retention_proxy,830,1329,0.62453
2026-04-04,Android,DE,new,control,free,payment_completion_rate,74,82,0.902439
2026-04-04,Android,DE,new,control,subscriber,feature_adoption_rate,0,381,0.0
2026-04-04,Android,DE,new,control,subscriber,recommendation_engagement_rate,76,380,0.2
2026-04-04,Android,DE,new,control,subscriber,session_frequency,509,386,1.318653
2026-04-04,Android,DE,new,control,subscriber,report_block_rate,3,377,0.007958
2026-04-04,Android,DE,new,control,subscriber,day7_retention_proxy,216,379,0.569921
2026-04-04,Android,CA,existing,treatment,free,feature_adoption_rate,0,4051,0.0
2026-04-04,Android,CA,existing,treatment,free,recommendation_engagement_rate,729,4117,0.177071
2026-04-04,Android,CA,existing,treatment,free,subscription_conversion_rate,144,3895,0.03697
