date,platform,market,funnel_step,step_index,observed_count
2026-04-04,Android,GB,payment_completed,5,0
2026-04-04,Android,GB,subscription_activated,6,0
2026-04-04,Android,DE,feature_impression,0,0
2026-04-04,Android,DE,recommendation_viewed,1,0
2026-04-04,Android,DE,recommendation_saved,2,0
2026-04-04,Android,DE,paywall_viewed,3,0
2026-04-04,Android,DE,checkout_started,4,0
2026-04-04,Android,DE,payment_completed,5,0
2026-04-04,Android,DE,subscription_activated,6,0
2026-04-04,Android,CA,feature_impression,0,0
2026-04-04,Android,CA,recommendation_viewed,1,0
2026-04-04,Android,CA,recommendation_saved,2,0
2026-04-04,Android,CA,paywall_viewed,3,0
2026-04-04,Android,CA,checkout_started,4,0
2026-04-04,Android,CA,payment_completed,5,0
2026-04-04,Android,CA,subscription_activated,6,0
2026-04-05,iOS,US,feature_impression,0,0
2026-04-05,iOS,US,recommendation_viewed,1,0
2026-04-05,iOS,US,recommendation_saved,2,0
2026-04-05,iOS,US,paywall_viewed,3,0
2026-04-05,iOS,US,checkout_started,4,0
2026-04-05,iOS,US,payment_completed,5,0
2026-04-05,iOS,US,subscription_activated,6,0
2026-04-05,iOS,GB,feature_impression,0,0
2026-04-05,iOS,GB,recommendation_viewed,1,0
2026-04-05,iOS,GB,recommendation_saved,2,0
2026-04-05,iOS,GB,paywall_viewed,3,0
2026-04-05,iOS,GB,checkout_started,4,0
2026-04-05,iOS,GB,payment_completed,5,0
2026-04-05,iOS,GB,subscription_activated,6,0
2026-04-05,iOS,DE,feature_impression,0,0
2026-04-05,iOS,DE,recommendation_viewed,1,0
2026-04-05,iOS,DE,recommendation_saved,2,0
2026-04-05,iOS,DE,paywall_viewed,3,0
2026-04-05,iOS,DE,checkout_started,4,0
2026-04-05,iOS,DE,payment_completed,5,0
2026-04-05,iOS,DE,subscription_activated,6,0
2026-04-05,iOS,CA,feature_impression,0,0
2026-04-05,iOS,CA,recommendation_viewed,1,0
2026-04-05,iOS,CA,recommendation_saved,2,0
2026-04-05,iOS,CA,paywall_viewed,3,0
2026-04-05,iOS,CA,checkout_started,4,0
2026-04-05,iOS,CA,payment_completed,5,0
2026-04-05,iOS,CA,subscription_activated,6,0
2026-04-05,Android,US,feature_impression,0,0
2026-04-05,Android,US,recommendation_viewed,1,0
2026-04-05,Android,US,recommendation_saved,2,0
2026-04-05,Android,US,paywall_viewed,3,0
2026-04-05,Android,US,checkout_started,4,0
2026-04-05,Android,US,payment_completed,5,0
2026-04-05,Android,US,subscription_activated,6,0
2026-04-05,Android,GB,feature_impression,0,0
2026-04-05,Android,GB,recommendation_viewed,1,0
2026-04-05,Android,GB,recommendation_saved,2,0
2026-04-05,Android,GB,paywall_viewed,3,0
2026-04-05,Android,GB,checkout_started,4,0
2026-04-05,Android,GB,payment_completed,5,0
2026-04-05,Android,GB,subscription_activated,6,0
2026-04-05,Android,DE,feature_impression,0,0
2026-04-05,Android,DE,recommendation_viewed,1,0
2026-04-05,Android,DE,recommendation_saved,2,0
2026-04-05,Android,DE,paywall_viewed,3,0
2026-04-05,Android,DE,checkout_started,4,0
2026-04-05,Android,DE,payment_completed,5,0
2026-04-05,Android,DE,subscription_activated,6,0
2026-04-05,Android,CA,feature_impression,0,0
2026-04-05,Android,CA,recommendation_viewed,1,0
2026-04-05,Android,CA,recommendation_saved,2,0
2026-04-05,Android,CA,paywall_viewed,3,0
2026-04-05,Android,CA,checkout_started,4,0
2026-04-05,Android,CA,payment_completed,5,0
2026-04-05,Android,CA,subscription_activated,6,0
2026-04-06,iOS,US,feature_impression,0,0
2026-04-06,iOS,US,recommendation_viewed,1,0
2026-04-06,iOS,US,recommendation_saved,2,0
2026-04-06,iOS,US,paywall_viewed,3,0
2026-04-06,iOS,US,checkout_started,4,0
2026-04-06,iOS,US,payment_completed,5,0
2026-04-06,iOS,US,subscription_activated,6,0
2026-04-06,iOS,GB,feature_impression,0,0
2026-04-06,iOS,GB,recommendation_viewed,1,0
2026-04-06,iOS,GB,recommendation_saved,2,0
2026-04-06,iOS,GB,paywall_viewed,3,0
2026-04-06,iOS,GB,checkout_started,4,0
2026-04-06,iOS,GB,payment_completed,5,0
2026-04-06,iOS,GB,subscription_activated,6,0
2026-04-06,iOS,DE,feature_impression,0,0
2026-04-06,iOS,DE,recommendation_viewed,1,0
2026-04-06,iOS,DE,recommendation_saved,2,0
2026-04-06,iOS,DE,paywall_viewed,3,0
2026-04-06,iOS,DE,checkout_started,4,0
2026-04-06,iOS,DE,payment_completed,5,0
2026-04-06,iOS,DE,subscription_activated,6,0
2026-04-06,iOS,CA,feature_impression,0,0
2026-04-06,iOS,CA,recommendation_viewed,1,0
2026-04-06,iOS,CA,recommendation_saved,2,0
2026-04-06,iOS,CA,paywall_viewed,3,0
2026-04-06,iOS,CA,checkout_started,4,0
2026-04-06,iOS,CA,payment_completed,5,0
2026-04-06,iOS,CA,subscription_activated,6,0
2026-04-06,Android,US,feature_impression,0,0
2026-04-06,Android,US,recommendation_viewed,1,0
2026-04-06,Android,US,recommendation_saved,2,0
2026-04-06,Android,US,paywall_viewed,3,0
2026-04-06,Android,US,checkout_started,4,0
2026-04-06,Android,US,payment_completed,5,0
2026-04-06,Android,US,subscription_activated,6,0
2026-04-06,Android,GB,feature_impression,0,0
2026-04-06,Android,GB,recommendation_viewed,1,0
2026-04-06,Android,GB,recommendation_saved,2,0
2026-04-06,Android,GB,paywall_viewed,3,0
2026-04-06,Android,GB,checkout_started,4,0
2026-04-06,Android,GB,payment_completed,5,0
2026-04-06,Android,GB,subscription_activated,6,0
2026-04-06,Android,DE,feature_impression,0,0
2026-04-06,Android,DE,recommendation_viewed,1,0
2026-04-06,Android,DE,recommendation_saved,2,0
2026-04-06,Android,DE,paywall_viewed,3,0
2026-04-06,Android,DE,checkout_started,4,0
2026-04-06,Android,DE,payment_completed,5,0
2026-04-06,Android,DE,subscription_activated,6,0
2026-04-06,Android,CA,feature_impression,0,0
2026-04-06,Android,CA,recommendation_viewed,1,0
2026-04-06,Android,CA,recommendation_saved,2,0
2026-04-06,Android,CA,paywall_viewed,3,0
2026-04-06,Android,CA,checkout_started,4,0
2026-04-06,Android,CA,payment_completed,5,0
2026-04-06,Android,CA,subscription_activated,6,0
2026-04-07,iOS,US,feature_impression,0,0
2026-04-07,iOS,US,recommendation_viewed,1,0
2026-04-07,iOS,US,recommendation_saved,2,0
2026-04-07,iOS,US,paywall_viewed,3,0
2026-04-07,iOS,US,checkout_started,4,0
2026-04-07,iOS,US,payment_completed,5,0
2026-04-07,iOS,US,subscription_activated,6,0
2026-04-07,iOS,GB,feature_impression,0,0
2026-04-07,iOS,GB,recommendation_viewed,1,0
2026-04-07,iOS,GB,recommendation_saved,2,0
2026-04-07,iOS,GB,paywall_viewed,3,0
2026-04-07,iOS,GB,checkout_started,4,0
2026-04-07,iOS,GB,payment_completed,5,0
2026-04-07,iOS,GB,subscription_activated,6,0
2026-04-07,iOS,DE,feature_impression,0,0
2026-04-07,iOS,DE,recommendation_viewed,1,0
2026-04-07,iOS,DE,recommendation_saved,2,0
2026-04-07,iOS,DE,paywall_viewed,3,0
2026-04-07,iOS,DE,checkout_started,4,0
2026-04-07,iOS,DE,payment_completed,5,0
2026-04-07,iOS,DE,subscription_activated,6,0
2026-04-07,iOS,CA,feature_impression,0,0
2026-04-07,iOS,CA,recommendation_viewed,1,0
2026-04-07,iOS,CA,recommendation_saved,2,0
2026-04-07,iOS,CA,paywall_viewed,3,0
2026-04-07,iOS,CA,checkout_started,4,0
2026-04-07,iOS,CA,payment_completed,5,0
2026-04-07,iOS,CA,subscription_activated,6,0
2026-04-07,Android,US,feature_impression,0,0
2026-04-07,Android,US,recommendation_viewed,1,0
2026-04-07,Android,US,recommendation_saved,2,0
2026-04-07,Android,US,paywall_viewed,3,0
2026-04-07,Android,US,checkout_started,4,0
2026-04-07,Android,US,payment_completed,5,0
2026-04-07,Android,US,subscription_activated,6,0
2026-04-07,Android,GB,feature_impression,0,0
2026-04-07,Android,GB,recommendation_viewed,1,0
2026-04-07,Android,GB,recommendation_saved,2,0
2026-04-07,Android,GB,paywall_viewed,3,0
2026-04-07,Android,GB,checkout_started,4,0
2026-04-07,Android,GB,payment_completed,5,0
2026-04-07,Android,GB,subscription_activated,6,0
2026-04-07,Android,DE,feature_impression,0,0
2026-04-07,Android,DE,recommendation_viewed,1,0
2026-04-07,Android,DE,recommendation_saved,2,0
2026-04-07,Android,DE,paywall_viewed,3,0
2026-04-07,Android,DE,checkout_started,4,0
2026-04-07,Android,DE,payment_completed,5,0
2026-04-07,Android,DE,subscription_activated,6,0
2026-04-07,Android,CA,feature_impression,0,0
2026-04-07,Android,CA,recommendation_viewed,1,0
2026-04-07,Android,CA,recommendation_saved,2,0
2026-04-07,Android,CA,paywall_viewed,3,0
2026-04-07,Android,CA,checkout_started,4,0
2026-04-07,Android,CA,payment_completed,5,0
2026-04-07,Android,CA,subscription_activated,6,0
2026-04-08,iOS,US,feature_impression,0,0
2026-04-08,iOS,US,recommendation_viewed,1,0
2026-04-08,iOS,US,recommendation_saved,2,0
2026-04-08,iOS,US,paywall_viewed,3,0
2026-04-08,iOS,US,checkout_started,4,0
2026-04-08,iOS,US,payment_completed,5,0
2026-04-08,iOS,US,subscription_activated,6,0
2026-04-08,iOS,GB,feature_impression,0,0
2026-04-08,iOS,GB,recommendation_viewed,1,0
2026-04-08,iOS,GB,recommendation_saved,2,0
2026-04-08,iOS,GB,paywall_viewed,3,0
2026-04-08,iOS,GB,checkout_started,4,0
2026-04-08,iOS,GB,payment_completed,5,0
2026-04-08,iOS,GB,subscription_activated,6,0
2026-04-08,iOS,DE,feature_impression,0,0
2026-04-08,iOS,DE,recommendation_viewed,1,0
2026-04-08,iOS,DE,recommendation_saved,2,0
2026-04-08,iOS,DE,paywall_viewed,3,0
2026-04-08,iOS,DE,checkout_started,4,0
2026-04-08,iOS,DE,payment_completed,5,0
2026-04-08,iOS,DE,subscription_activated,6,0
2026-04-08,iOS,CA,feature_impression,0,0
2026-04-08,iOS,CA,recommendation_viewed,1,0
2026-04-08,iOS,CA,recommendation_saved,2,0
2026-04-08,iOS,CA,paywall_viewed,3,0
2026-04-08,iOS,CA,checkout_started,4,0
2026-04-08,iOS,CA,payment_completed,5,0
2026-04-08,iOS,CA,subscription_activated,6,0
2026-04-08,Android,US,feature_impression,0,0
2026-04-08,Android,US,recommendation_viewed,1,0
2026-04-08,Android,US,recommendation_saved,2,0
2026-04-08,Android,US,paywall_viewed,3,0
2026-04-08,Android,US,checkout_started,4,0
2026-04-08,Android,US,payment_completed,5,0
2026-04-08,Android,US,subscription_activated,6,0
2026-04-08,Android,GB,feature_impression,0,0
2026-04-08,Android,GB,recommendation_viewed,1,0
2026-04-08,Android,GB,recommendation_saved,2,0
2026-04-08,Android,GB,paywall_viewed,3,0
2026-04-08,Android,GB,checkout_started,4,0
2026-04-08,Android,GB,payment_completed,5,0
2026-04-08,Android,GB,subscription_activated,6,0
2026-04-08,Android,DE,feature_impression,0,0
2026-04-08,Android,DE,recommendation_viewed,1,0
2026-04-08,Android,DE,recommendation_saved,2,0
2026-04-08,Android,DE,paywall_viewed,3,0
2026-04-08,Android,DE,checkout_started,4,0
2026-04-08,Android,DE,payment_completed,5,0
2026-04-08,Android,DE,subscription_activated,6,0
2026-04-08,Android,CA,feature_impression,0,0
2026-04-08,Android,CA,recommendation_viewed,1,0
2026-04-08,Android,CA,recommendation_saved,2,0
2026-04-08,Android,CA,paywall_viewed,3,0
2026-04-08,Android,CA,checkout_started,4,0
2026-04-08,Android,CA,payment_completed,5,0
2026-04-08,Android,CA,subscription_activated,6,0
2026-04-09,iOS,US,feature_impression,0,0
2026-04-09,iOS,US,recommendation_viewed,1,0
2026-04-09,iOS,US,recommendation_saved,2,0
2026-04-09,iOS,US,paywall_viewed,3,0
2026-04-09,iOS,US,checkout_started,4,0
2026-04-09,iOS,US,payment_completed,5,0
2026-04-09,iOS,US,subscription_activated,6,0
2026-04-09,iOS,GB,feature_impression,0,0
2026-04-09,iOS,GB,recommendation_viewed,1,0
2026-04-09,iOS,GB,recommendation_saved,2,0
2026-04-09,iOS,GB,paywall_viewed,3,0
2026-04-09,iOS,GB,checkout_started,4,0
2026-04-09,iOS,GB,payment_completed,5,0
2026-04-09,iOS,GB,subscription_activated,6,0
2026-04-09,iOS,DE,feature_impression,0,0
2026-04-09,iOS,DE,recommendation_viewed,1,0
2026-04-09,iOS,DE,recommendation_saved,2,0
2026-04-09,iOS,DE,paywall_viewed,3,0
2026-04-09,iOS,DE,checkout_started,4,0
2026-04-09,iOS,DE,payment_completed,5,0
2026-04-09,iOS,DE,subscription_activated,6,0
2026-04-09,iOS,CA,feature_impression,0,0
2026-04-09,iOS,CA,recommendation_viewed,1,0
2026-04-09,iOS,CA,recommendation_saved,2,0
2026-04-09,iOS,CA,paywall_viewed,3,0
2026-04-09,iOS,CA,checkout_started,4,0
2026-04-09,iOS,CA,payment_completed,5,0
2026-04-09,iOS,CA,subscription_activated,6,0
2026-04-09,Android,US,feature_impression,0,0
2026-04-09,Android,US,recommendation_viewed,1,0
2026-04-09,Android,US,recommendation_saved,2,0
2026-04-09,Android,US,paywall_viewed,3,0
2026-04-09,Android,US,checkout_started,4,0
2026-04-09,Android,US,payment_completed,5,0
2026-04-09,Android,US,subscription_activated,6,0
2026-04-09,Android,GB,feature_impression,0,0
2026-04-09,Android,GB,recommendation_viewed,1,0
2026-04-09,Android,GB,recommendation_saved,2,0
2026-04-09,Android,GB,paywall_viewed,3,0
2026-04-09,Android,GB,checkout_started,4,0
2026-04-09,Android,GB,payment_completed,5,0
2026-04-09,Android,GB,subscription_activated,6,0
2026-04-09,Android,DE,feature_impression,0,0
2026-04-09,Android,DE,recommendation_viewed,1,0
2026-04-09,Android,DE,recommendation_saved,2,0
2026-04-09,Android,DE,paywall_viewed,3,0
2026-04-09,Android,DE,checkout_started,4,0
2026-04-09,Android,DE,payment_completed,5,0
2026-04-09,Android,DE,subscription_activated,6,0
2026-04-09,Android,CA,feature_impression,0,0
2026-04-09,Android,CA,recommendation_viewed,1,0
2026-04-09,Android,CA,recommendation_saved,2,0
2026-04-09,Android,CA,paywall_viewed,3,0
2026-04-09,Android,CA,checkout_started,4,0
2026-04-09,Android,CA,payment_completed,5,0
2026-04-09,Android,CA,subscription_activated,6,0
2026-04-10,iOS,US,feature_impression,0,0
2026-04-10,iOS,US,recommendation_viewed,1,0
2026-04-10,iOS,US,recommendation_saved,2,0
2026-04-10,iOS,US,paywall_viewed,3,0
2026-04-10,iOS,US,checkout_started,4,0
2026-04-10,iOS,US,payment_completed,5,0
2026-04-10,iOS,US,subscription_activated,6,0
2026-04-10,iOS,GB,feature_impression,0,0
2026-04-10,iOS,GB,recommendation_viewed,1,0
2026-04-10,iOS,GB,recommendation_saved,2,0
2026-04-10,iOS,GB,paywall_viewed,3,0
2026-04-10,iOS,GB,checkout_started,4,0
2026-04-10,iOS,GB,payment_completed,5,0
2026-04-10,iOS,GB,subscription_activated,6,0
2026-04-10,iOS,DE,feature_impression,0,0
2026-04-10,iOS,DE,recommendation_viewed,1,0
2026-04-10,iOS,DE,recommendation_saved,2,0
2026-04-10,iOS,DE,paywall_viewed,3,0
2026-04-10,iOS,DE,checkout_started,4,0
2026-04-10,iOS,DE,payment_completed,5,0
2026-04-10,iOS,DE,subscription_activated,6,0
2026-04-10,iOS,CA,feature_impression,0,0
2026-04-10,iOS,CA,recommendation_viewed,1,0
2026-04-10,iOS,CA,recommendation_saved,2,0
2026-04-10,iOS,CA,paywall_viewed,3,0
2026-04-10,iOS,CA,checkout_started,4,0
2026-04-10,iOS,CA,payment_completed,5,0
2026-04-10,iOS,CA,subscription_activated,6,0
2026-04-10,Android,US,feature_impression,0,0
2026-04-10,Android,US,recommendation_viewed,1,0
2026-04-10,Android,US,recommendation_saved,2,0
2026-04-10,Android,US,paywall_viewed,3,0
2026-04-10,Android,US,checkout_started,4,0
2026-04-10,Android,US,payment_completed,5,0
2026-04-10,Android,US,subscription_activated,6,0
2026-04-10,Android,GB,feature_impression,0,0
2026-04-10,Android,GB,recommendation_viewed,1,0
2026-04-10,Android,GB,recommendation_saved,2,0
2026-04-10,Android,GB,paywall_viewed,3,0
2026-04-10,Android,GB,checkout_started,4,0
2026-04-10,Android,GB,payment_completed,5,0
2026-04-10,Android,GB,subscription_activated,6,0
2026-04-10,Android,DE,feature_impression,0,0
2026-04-10,Android,DE,recommendation_viewed,1,0
2026-04-10,Android,DE,recommendation_saved,2,0
2026-04-10,Android,DE,paywall_viewed,3,0
2026-04-10,Android,DE,checkout_started,4,0
2026-04-10,Android,DE,payment_completed,5,0
2026-04-10,Android,DE,subscription_activated,6,0
2026-04-10,Android,CA,feature_impression,0,0
2026-04-10,Android,CA,recommendation_viewed,1,0
2026-04-10,Android,CA,recommendation_saved,2,0
2026-04-10,Android,CA,paywall_viewed,3,0
2026-04-10,Android,CA,checkout_started,4,0
2026-04-10,Android,CA,payment_completed,5,0
2026-04-10,Android,CA,subscription_activated,6,0
2026-04-11,iOS,US,feature_impression,0,0
2026-04-11,iOS,US,recommendation_viewed,1,0
2026-04-11,iOS,US,recommendation_saved,2,0
2026-04-11,iOS,US,paywall_viewed,3,0
2026-04-11,iOS,US,checkout_started,4,0
2026-04-11,iOS,US,payment_completed,5,0
2026-04-11,iOS,US,subscription_activated,6,0
2026-04-11,iOS,GB,feature_impression,0,0
2026-04-11,iOS,GB,recommendation_viewed,1,0
2026-04-11,iOS,GB,recommendation_saved,2,0
2026-04-11,iOS,GB,paywall_viewed,3,0
2026-04-11,iOS,GB,checkout_started,4,0
2026-04-11,iOS,GB,payment_completed,5,0
2026-04-11,iOS,GB,subscription_activated,6,0
2026-04-11,iOS,DE,feature_impression,0,0
2026-04-11,iOS,DE,recommendation_viewed,1,0
2026-04-11,iOS,DE,recommendation_saved,2,0
2026-04-11,iOS,DE,paywall_viewed,3,0
2026-04-11,iOS,DE,checkout_started,4,0
2026-04-11,iOS,DE,payment_completed,5,0
2026-04-11,iOS,DE,subscription_activated,6,0
2026-04-11,iOS,CA,feature_impression,0,0
2026-04-11,iOS,CA,recommendation_viewed,1,0
2026-04-11,iOS,CA,recommendation_saved,2,0
2026-04-11,iOS,CA,paywall_viewed,3,0
2026-04-11,iOS,CA,checkout_started,4,0
2026-04-11,iOS,CA,payment_completed,5,0
2026-04-11,iOS,CA,subscription_activated,6,0
2026-04-11,Android,US,feature_impression,0,0
2026-04-11,Android,US,recommendation_viewed,1,0
2026-04-11,Android,US,recommendation_saved,2,0
2026-04-11,Android,US,paywall_viewed,3,0
2026-04-11,Android,US,checkout_started,4,0
2026-04-11,Android,US,payment_completed,5,0
2026-04-11,Android,US,subscription_activated,6,0
2026-04-11,Android,GB,feature_impression,0,0
2026-04-11,Android,GB,recommendation_viewed,1,0
2026-04-11,Android,GB,recommendation_saved,2,0
2026-04-11,Android,GB,paywall_viewed,3,0
2026-04-11,Android,GB,checkout_started,4,0
2026-04-11,Android,GB,payment_completed,5,0
2026-04-11,Android,GB,subscription_activated,6,0
2026-04-11,Android,DE,feature_impression,0,0
2026-04-11,Android,DE,recommendation_viewed,1,0
2026-04-11,Android,DE,recommendation_saved,2,0
2026-04-11,Android,DE,paywall_viewed,3,0
2026-04-11,Android,DE,checkout_started,4,0
2026-04-11,Android,DE,payment_completed,5,0
2026-04-11,Android,DE,subscription_activated,6,0
2026-04-11,Android,CA,feature_impression,0,0
2026-04-11,Android,CA,recommendation_viewed,1,0
2026-04-11,Android,CA,recommendation_saved,2,0
2026-04-11,Android,CA,paywall_viewed,3,0
2026-04-11,Android,CA,checkout_started,4,0
2026-04-11,Android,CA,payment_completed,5,0
2026-04-11,Android,CA,subscription_activated,6,0
2026-04-12,iOS,US,feature_impression,0,0
2026-04-12,iOS,US,recommendation_viewed,1,0
2026-04-12,iOS,US,recommendation_saved,2,0
2026-04-12,iOS,US,paywall_viewed,3,0
2026-04-12,iOS,US,checkout_started,4,0
2026-04-12,iOS,US,payment_completed,5,0
2026-04-12,iOS,US,subscription_activated,6,0
2026-04-12,iOS,GB,feature_impression,0,0
2026-04-12,iOS,GB,recommendation_viewed,1,0
2026-04-12,iOS,GB,recommendation_saved,2,0
2026-04-12,iOS,GB,paywall_viewed,3,0
2026-04-12,iOS,GB,checkout_started,4,0
2026-04-12,iOS,GB,payment_completed,5,0
2026-04-12,iOS,GB,subscription_activated,6,0
2026-04-12,iOS,DE,feature_impression,0,0
2026-04-12,iOS,DE,recommendation_viewed,1,0
2026-04-12,iOS,DE,recommendation_saved,2,0
2026-04-12,iOS,DE,paywall_viewed,3,0
2026-04-12,iOS,DE,checkout_started,4,0
2026-04-12,iOS,DE,payment_completed,5,0
2026-04-12,iOS,DE,subscription_activated,6,0
2026-04-12,iOS,CA,feature_impression,0,0
2026-04-12,iOS,CA,recommendation_viewed,1,0
2026-04-12,iOS,CA,recommendation_saved,2,0
2026-04-12,iOS,CA,paywall_viewed,3,0
2026-04-12,iOS,CA,checkout_started,4,0
2026-04-12,iOS,CA,payment_completed,5,0
2026-04-12,iOS,CA,subscription_activated,6,0
2026-04-12,Android,US,feature_impression,0,0
2026-04-12,Android,US,recommendation_viewed,1,0
2026-04-12,Android,US,recommendation_saved,2,0
2026-04-12,Android,US,paywall_viewed,3,0
2026-04-12,Android,US,checkout_started,4,0
2026-04-12,Android,US,payment_completed,5,0
2026-04-12,Android,US,subscription_activated,6,0
2026-04-12,Android,GB,feature_impression,0,0
2026-04-12,Android,GB,recommendation_viewed,1,0
2026-04-12,Android,GB,recommendation_saved,2,0
2026-04-12,Android,GB,paywall_viewed,3,0
2026-04-12,Android,GB,checkout_started,4,0
2026-04-12,Android,GB,payment_completed,5,0
2026-04-12,Android,GB,subscription_activated,6,0
2026-04-12,Android,DE,feature_impression,0,0
2026-04-12,Android,DE,recommendation_viewed,1,0
2026-04-12,Android,DE,recommendation_saved,2,0
2026-04-12,Android,DE,paywall_viewed,3,0
2026-04-12,Android,DE,checkout_started,4,0
2026-04-12,Android,DE,payment_completed,5,0
2026-04-12,Android,DE,subscription_activated,6,0
2026-04-12,Android,CA,feature_impression,0,0
2026-04-12,Android,CA,recommendation_viewed,1,0
2026-04-12,Android,CA,recommendation_saved,2,0
2026-04-12,Android,CA,paywall_viewed,3,0
2026-04-12,Android,CA,checkout_started,4,0
2026-04-12,Android,CA,payment_completed,5,0
2026-04-12,Android,CA,subscription_activated,6,0
2026-04-13,iOS,US,feature_impression,0,0
2026-04-13,iOS,US,recommendation_viewed,1,0
2026-04-13,iOS,US,recommendation_saved,2,0
2026-04-13,iOS,US,paywall_viewed,3,0
2026-04-13,iOS,US,checkout_started,4,0
2026-04-13,iOS,US,payment_completed,5,0
2026-04-13,iOS,US,subscription_activated,6,0
2026-04-13,iOS,GB,feature_impression,0,0
2026-04-13,iOS,GB,recommendation_viewed,1,0
2026-04-13,iOS,GB,recommendation_saved,2,0
2026-04-13,iOS,GB,paywall_viewed,3,0
2026-04-13,iOS,GB,checkout_started,4,0
2026-04-13,iOS,GB,payment_completed,5,0
2026-04-13,iOS,GB,subscription_activated,6,0
2026-04-13,iOS,DE,feature_impression,0,0
2026-04-13,iOS,DE,recommendation_viewed,1,0
2026-04-13,iOS,DE,recommendation_saved,2,0
2026-04-13,iOS,DE,paywall_viewed,3,0
2026-04-13,iOS,DE,checkout_started,4,0
2026-04-13,iOS,DE,payment_completed,5,0
2026-04-13,iOS,DE,subscription_activated,6,0
2026-04-13,iOS,CA,feature_impression,0,0
2026-04-13,iOS,CA,recommendation_viewed,1,0
2026-04-13,iOS,CA,recommendation_saved,2,0
2026-04-13,iOS,CA,paywall_viewed,3,0
2026-04-13,iOS,CA,checkout_started,4,0
2026-04-13,iOS,CA,payment_completed,5,0
2026-04-13,iOS,CA,subscription_activated,6,0
2026-04-13,Android,US,feature_impression,0,0
2026-04-13,Android,US,recommendation_viewed,1,0
2026-04-13,Android,US,recommendation_saved,2,0
2026-04-13,Android,US,paywall_viewed,3,0
2026-04-13,Android,US,checkout_started,4,0
2026-04-13,Android,US,payment_completed,5,0
2026-04-13,Android,US,subscription_activated,6,0
2026-04-13,Android,GB,feature_impression,0,0
2026-04-13,Android,GB,recommendation_viewed,1,0
2026-04-13,Android,GB,recommendation_saved,2,0
2026-04-13,Android,GB,paywall_viewed,3,0
2026-04-13,Android,GB,checkout_started,4,0
2026-04-13,Android,GB,payment_completed,5,0
2026-04-13,Android,GB,subscription_activated,6,0
2026-04-13,Android,DE,feature_impression,0,0
2026-04-13,Android,DE,recommendation_viewed,1,0
2026-04-13,Android,DE,recommendation_saved,2,0
2026-04-13,Android,DE,paywall_viewed,3,0
2026-04-13,Android,DE,checkout_started,4,0
2026-04-13,Android,DE,payment_completed,5,0
2026-04-13,Android,DE,subscription_activated,6,0
2026-04-13,Android,CA,feature_impression,0,0
2026-04-13,Android,CA,recommendation_viewed,1,0
2026-04-13,Android,CA,recommendation_saved,2,0
2026-04-13,Android,CA,paywall_viewed,3,0
2026-04-13,Android,CA,checkout_started,4,0
2026-04-13,Android,CA,payment_completed,5,0
2026-04-13,Android,CA,subscription_activated,6,0
2026-04-14,iOS,US,feature_impression,0,0
2026-04-14,iOS,US,recommendation_viewed,1,0
2026-04-14,iOS,US,recommendation_saved,2,0
2026-04-14,iOS,US,paywall_viewed,3,0
2026-04-14,iOS,US,checkout_started,4,0
2026-04-14,iOS,US,payment_completed,5,0
2026-04-14,iOS,US,subscription_activated,6,0
2026-04-14,iOS,GB,feature_impression,0,0
2026-04-14,iOS,GB,recommendation_viewed,1,0
2026-04-14,iOS,GB,recommendation_saved,2,0
2026-04-14,iOS,GB,paywall_viewed,3,0
2026-04-14,iOS,GB,checkout_started,4,0
